channel,sender,words
gripex90,weng777,1
gripex90,olmtohoy,1
gripex90,fr1sbie,1
gripex90,masterofshadoww,1
gripex90,elenthier_,1
skiddlerrs,jordyxii,11
gripex90,wolfeystayn,1
gripex90,nightbot,12
gripex90,jonasssh,4
gripex90,13_spartan_37,1
gripex90,harlequinesis,0
gripex90,raezy7,1
gripex90,aggresivelypassive,2
gripex90,merabalarherkese,5
gripex90,geerealz,1
gripex90,mervanmutiu,1
gripex90,likemycutese,3
gripex90,wclos,7
gripex90,marksmanbunyo,1
gripex90,sylmiracle,2
leonblack,rjdoute,15
gripex90,likemycutese,1
gripex90,skrald1231,5
skiddlerrs,faux,9
leonblack,rjdoute,9
gripex90,aggresivelypassive,6
gripex90,godsk2k,1
gripex90,nightbot,14
gripex90,lemmeclapdemcheeks69,8
gripex90,krum_95,10
gripex90,javigtsusa,8
gripex90,likemycutese,10
gripex90,likemycutese,7
gripex90,krum_95,4
gripex90,krum_95,6
gripex90,likemycutese,21
gripex90,wclos,2
gripex90,mixosompampas,2
gripex90,mendigo_ricco,16
gripex90,wclos,1
gripex90,hhyrr,1
gripex90,nightbot,17
skiddlerrs,xelysii,4
gripex90,wclos,1
gripex90,byzuu,1
gripex90,aggresivelypassive,1
gripex90,froeen,6
forsen,qtplemonkey,2
skiddlerrs,vennerz,4
chemicaldragoon,natty3112,4
skiddlerrs,joshstrefff,4
skiddlerrs,jordytommo,2
skiddlerrs,jordytommo,3
skiddlerrs,forthexrs,3
chemicaldragoon,exzmob,19
forsen,hionian,1
cudemcudem,guywholikespie,4
cudemcudem,ashbash01,1
cudemcudem,t3estificate,2
cudemcudem,guywholikespie,1
bobross,duvaljuggalo,0
leonblack,rjdoute,1
skiddlerrs,xelysii,8
forsen,dragonhunter708,4
skiddlerrs,richiemacgames,3
skiddlerrs,richiemacgames,1
leonblack,m0thchild,2
cudemcudem,insa___,3
skiddlerrs,churd_rs,4
skiddlerrs,gold_hippo,2
cudemcudem,digidrago1,1
gripex90,aggresivelypassive,3
cudemcudem,guywholikespie,2
cudemcudem,willysbeiner,4
cudemcudem,insa___,5
cudemcudem,cikolatalisufle,3
skiddlerrs,ironvarious,3
skiddlerrs,sperry9,5
gripex90,anonymusoo8,1
gripex90,nightbot,22
forsen,w_rowow_w,1
skiddlerrs,j0rdan_p,4
cudemcudem,guywholikespie,6
cudemcudem,hiltijack,3
gripex90,jimbomet,4
cudemcudem,mightylewisz,1
bobross,duvaljuggalo,4
cudemcudem,brazilkrautsalat,1
gripex90,seerum_,3
leonblack,flomaven,1
cudemcudem,guywholikespie,3
gripex90,aggresivelypassive,4
leonblack,eloquentbambi,3
skiddlerrs,gooklay,4
cudemcudem,mesut0w,0
gripex90,ilbuzzli,19
skiddlerrs,rix145,1
leonblack,sleep_assist,1
gripex90,mrjesus1,1
gripex90,santloce,1
bobross,renywan,3
gripex90,aggresivelypassive,5
cudemcudem,brazilkrautsalat,7
gripex90,trophyfaker,7
cudemcudem,jonfratello,4
gripex90,tj_f,2
gripex90,fabs1887,16
cudemcudem,brazilkrautsalat,3
cudemcudem,likeyouknow,1
cudemcudem,clapsenpai,10
bobross,elxroid,1
cudemcudem,jonfratello,4
gripex90,seerum_,15
gripex90,wclos,11
gripex90,aggresivelypassive,4
gripex90,inception199,1
gripex90,nightbot,9
cudemcudem,ho_chi_ho_chi,0
cudemcudem,nesquikkolol,0
skiddlerrs,colliin,1
gripex90,marksmanbunyo,1
gripex90,nightbot,12
cudemcudem,jonfratello,1
gripex90,aggresivelypassive,5
gripex90,oneaxetwofriends,1
gripex90,gipseynvm,1
cudemcudem,nesquikkolol,0
skiddlerrs,shents,1
gripex90,13_spartan_37,7
cudemcudem,likeyouknow,2
gripex90,oneaxetwofriends,1
gripex90,nightbot,13
cudemcudem,mikelmingz,3
gripex90,nightbot,3
gripex90,oneaxetwofriends,3
leonblack,deadbolts,6
gripex90,hremar,5
skiddlerrs,dillydeee,7
gripex90,aggresivelypassive,19
gripex90,gipseynvm,6
cudemcudem,likeyouknow,8
gripex90,wxmx,10
gripex90,aggresivelypassive,3
cudemcudem,dermotologtv,2
gripex90,gipseynvm,1
gripex90,nightbot,13
gripex90,aggresivelypassive,4
gripex90,gipseynvm,3
cudemcudem,holypen0r,1
leonblack,gladbane88,7
cudemcudem,lazyman24,3
bobross,elxroid,1
gripex90,ferodinero,16
skiddlerrs,pirateofcuba,12
gripex90,lyna_ow,1
cudemcudem,delta_ovv,2
cudemcudem,yuomi,2
leonblack,gaddie86,3
bobross,imdalazio_1,3
gripex90,leforce01,5
cudemcudem,lazyman24,8
gripex90,ferodinero,2
gripex90,poepesnorreke,4
leonblack,sirakain,19
gripex90,lyna_ow,7
cudemcudem,cell_on,6
cudemcudem,digitalkus,4
cudemcudem,ert2rule,4
skiddlerrs,no1aussie,4
cudemcudem,yungmap,1
cudemcudem,lazyman24,1
cudemcudem,lazyman24,3
gripex90,saltyinf4m0us,3
cudemcudem,anzomi_,2
skiddlerrs,barelylegalrs,1
cudemcudem,lazyman24,24
cudemcudem,yungmap,7
cudemcudem,brightnesss,3
cudemcudem,lazyman24,24
cudemcudem,wysd,2
forsen,phi5inga,2
cudemcudem,cell_on,4
cudemcudem,devin021202,1
cudemcudem,devin021202,3
leonblack,danthosek123,1
chemicaldragoon,exzmob,19
cudemcudem,lazyman24,1
cudemcudem,parcon,1
forsen,sinosamasservanos,1
cudemcudem,wysd,3
skiddlerrs,sirbankyourloots,11
chemicaldragoon,mercurial6798,18
cudemcudem,devin021202,4
cudemcudem,wysd,8
cudemcudem,lazyman24,3
leonblack,sirakain,3
cudemcudem,wysd,2
cudemcudem,cell_on,4
cudemcudem,theclassic101,1
cudemcudem,pscpc,6
cudemcudem,yuomi,1
cudemcudem,wysd,1
cudemcudem,uavirtue,1
skiddlerrs,xarter0,7
cudemcudem,shugart_game,0
cudemcudem,yuomi,3
gripex90,preed1,3
gripex90,preed1,7
cudemcudem,lazyman24,4
cudemcudem,wysd,7
cudemcudem,davidikger,2
forsen,ragged_jalopy,7
cudemcudem,brightnesss,5
cudemcudem,cell_on,2
cudemcudem,iceclimberr,12
cudemcudem,wysd,4
cudemcudem,novagamingro,4
cudemcudem,lazyman24,6
cudemcudem,wysd,10
gripex90,lyna_ow,5
cudemcudem,wysd,4
gripex90,wclos,4
cudemcudem,devin021202,4
gripex90,totallynot_me,4
cudemcudem,iceclimberr,2
gripex90,lordfinesse395,5
cudemcudem,devin021202,1
cudemcudem,wysd,1
cudemcudem,wysd,2
cudemcudem,likeyouknow,5
cudemcudem,kendimeyenibirbenlazim,3
gripex90,jooownsx,1
cudemcudem,iceclimberr,1
cudemcudem,lazyman24,9
gripex90,cosmin314,4
cudemcudem,wysd,2
cudemcudem,cell_on,5
gripex90,alakazamzum,1
gripex90,creyd,4
gripex90,dsilva_,4
gripex90,boblakoder111,4
gripex90,mziah,2
gripex90,rdyaaa,4
gripex90,din1992,4
gripex90,yakamushi,4
gripex90,lemming11,4
gripex90,forgottensmite,4
gripex90,kudosa,5
cudemcudem,archevilzzz,1
gripex90,thikona,4
gripex90,zesksss,4
gripex90,saltyinf4m0us,3
gripex90,juroph,4
gripex90,totallynot_me,4
cudemcudem,lazyman24,5
gripex90,thelegendoffraij,4
skiddlerrs,candrok,14
gripex90,boblakoder111,4
gripex90,xkaann,4
gripex90,semaj_is_love,4
gripex90,poepesnorreke,10
gripex90,totallynot_me,4
cudemcudem,lazyman24,3
chemicaldragoon,breezko,17
gripex90,zesksss,4
gripex90,bigpapabob21,4
cudemcudem,holdmyhamgg,3
gripex90,elgathor,1
cudemcudem,brightnesss,1
gripex90,itszewii,3
cudemcudem,lazyman24,10
leonblack,eloquentbambi,1
cudemcudem,cell_on,3
cudemcudem,wysd,3
cudemcudem,devin021202,0
cudemcudem,yuomi,5
forsen,komug,1
gripex90,dualipa420,2
cudemcudem,supernam96,1
cudemcudem,likeyouknow,2
gripex90,wingsofdeath,11
gripex90,wingsofdeath,1
cudemcudem,holdmyhamgg,1
cudemcudem,cell_on,6
cudemcudem,devin021202,0
gripex90,itszewii,8
gripex90,poepesnorreke,3
cudemcudem,wysd,12
cudemcudem,curioow,3
cudemcudem,wysd,4
cudemcudem,devin021202,1
gripex90,kanebash,7
cudemcudem,clawstrider,4
gripex90,semaj_is_love,13
cudemcudem,lazyman24,4
gripex90,dualipa420,2
cudemcudem,carlkaune,1
cudemcudem,hypnotisiert,0
cudemcudem,supernam96,8
cudemcudem,wysd,10
cudemcudem,cell_on,1
dakotaz,lazyscaffy_,3
leonblack,gladbane88,2
cudemcudem,mrdrproffumbles,3
gripex90,zesta_,1
cudemcudem,devin021202,7
cudemcudem,clawstrider,9
cudemcudem,imonlyherefortheads,8
leonblack,gaddie86,1
cudemcudem,lazyman24,9
leonblack,eloquentbambi,3
cudemcudem,coldsouthpole,0
gripex90,icefenix,1
cudemcudem,coldsouthpole,0
gripex90,lordfinesse395,3
cudemcudem,wysd,7
cudemcudem,devin021202,1
cudemcudem,coldsouthpole,0
gripex90,lordfinesse395,1
cudemcudem,wysd,1
cudemcudem,cell_on,7
cudemcudem,supernam96,18
cudemcudem,coldsouthpole,5
cudemcudem,clawstrider,1
cudemcudem,devin021202,3
cudemcudem,lazyman24,0
gripex90,zesta_,6
cudemcudem,coldsouthpole,0
cudemcudem,wysd,2
cudemcudem,coldsouthpole,0
cudemcudem,wysd,5
cudemcudem,lazyman24,0
cudemcudem,coldsouthpole,0
cudemcudem,devin021202,1
cudemcudem,clawstrider,2
cudemcudem,coldsouthpole,0
cudemcudem,lazyman24,0
gripex90,madaara,6
cudemcudem,coldsouthpole,0
cudemcudem,cell_on,3
cudemcudem,likeyouknow,1
gripex90,aggresivelypassive,2
forsen,lidrum,1
cudemcudem,coldsouthpole,0
cudemcudem,hypnotisiert,0
cudemcudem,cell_on,4
cudemcudem,coldsouthpole,0
cudemcudem,lazyman24,4
gripex90,aggresivelypassive,1
cudemcudem,thezorth,1
cudemcudem,supernam96,4
gripex90,ilbuzzli,16
cudemcudem,supernam96,4
cudemcudem,xxcnx,3
gripex90,aggresivelypassive,3
cudemcudem,coldsouthpole,1
cudemcudem,yuomi,7
cudemcudem,lazyman24,4
cudemcudem,likeyouknow,4
cudemcudem,tremorog,3
cudemcudem,tremorog,1
cudemcudem,tremorog,1
cudemcudem,valker,3
cudemcudem,yuomi,3
cudemcudem,supernam96,18
skiddlerrs,hoaxidious,14
cudemcudem,lazyman24,2
cudemcudem,brightnesss,0
chemicaldragoon,yunghades8,60
gripex90,higgs624,12
gripex90,saltyinf4m0us,1
cudemcudem,tremorog,1
cudemcudem,slesar42,3
cudemcudem,supernam96,19
cudemcudem,xxcnx,3
cudemcudem,tremorog,6
cudemcudem,lazyman24,10
cudemcudem,tremorog,1
gripex90,p1less,4
gripex90,lckray3344,6
gripex90,lyna_ow,7
cudemcudem,xxcnx,3
gripex90,vbaxter,13
cudemcudem,supernam96,12
forsen,iron_dizaster,1
cudemcudem,cell_on,8
gripex90,philnexes,7
chemicaldragoon,fsgfoeva,5
skiddlerrs,pnefc,8
skiddlerrs,geofison,11
bobross,ulvendagoth,2
cudemcudem,happynari,1
skiddlerrs,shents,5
cudemcudem,cell_on,7
gripex90,realteemoplayer,1
cudemcudem,lazyman24,5
skiddlerrs,morrisq_q,4
skiddlerrs,xarter0,7
cudemcudem,supernam96,1
cudemcudem,lazyman24,5
gripex90,13_spartan_37,7
gripex90,oneaxetwofriends,4
cudemcudem,yuomi,7
gripex90,maxilek,1
gripex90,maxilek,1
gripex90,nightbot,23
cudemcudem,supernam96,6
gripex90,jaydslol,9
cudemcudem,bima3333,0
gripex90,jay24cx,10
gripex90,afness_,2
cudemcudem,feelthedarkness,1
cudemcudem,lazyman24,7
cudemcudem,supernam96,1
cudemcudem,cell_on,9
gripex90,saltyinf4m0us,5
gripex90,tj_f,0
gripex90,darthana,12
cudemcudem,supernam96,6
cudemcudem,novagamingro,8
gripex90,preed1,1
gripex90,nightbot,21
gripex90,jaydslol,29
gripex90,lyna_ow,5
leonblack,nightbot,8
gripex90,pokefoodd,5
gripex90,saltyinf4m0us,4
cudemcudem,morphblue,1
cudemcudem,slaxxor,1
gripex90,sammuel_arantes,1
gripex90,nightbot,13
cudemcudem,yuomi,4
gripex90,saltyinf4m0us,6
cudemcudem,thewayns,1
cudemcudem,lazyman24,5
cudemcudem,hypnotisiert,9
cudemcudem,supernam96,12
leonblack,sirakain,5
gripex90,kingpfanne,1
cudemcudem,supernam96,6
gripex90,gmbzavtra,4
cudemcudem,yuomi,4
gripex90,sitronskall,1
gripex90,sammuel_arantes,6
cudemcudem,lazyman24,1
cudemcudem,hypnotisiert,3
cudemcudem,tussano,1
cudemcudem,supernam96,5
cudemcudem,lazyman24,6
skiddlerrs,faux,21
cudemcudem,applesmelon,10
leonblack,eloquentbambi,3
cudemcudem,nhblasters,3
leonblack,rjdoute,5
cudemcudem,supernam96,9
cudemcudem,wehtboi,5
cudemcudem,yuomi,3
cudemcudem,supernam96,4
cudemcudem,yuomi,4
leonblack,sirakain,4
cudemcudem,lazyman24,2
forsen,d1scle,1
gripex90,kanebash,14
cudemcudem,guggie123,5
skiddlerrs,faux,1
cudemcudem,lazyman24,6
cudemcudem,lazyman24,1
cudemcudem,supernam96,8
gripex90,dawny_l9,9
gripex90,bankabaever,9
skiddlerrs,formats,1
cudemcudem,lazyman24,4
gripex90,jooownsx,4
cudemcudem,supernam96,5
cudemcudem,lazyman24,9
gripex90,jaydslol,20
gripex90,prof1re,6
cudemcudem,souvlakispacestation_,3
gripex90,darthana,5
cudemcudem,supernam96,6
gripex90,foolish_boi,10
gripex90,sammuel_arantes,11
cudemcudem,ds07,1
cudemcudem,macdoogle,2
gripex90,dawny_l9,10
cudemcudem,macdoogle,5
gripex90,jaydslol,3
cudemcudem,thedomo314,1
cudemcudem,lazyman24,7
gripex90,wofels,1
gripex90,lfernete,3
gripex90,lordfinesse395,1
cudemcudem,lazyman24,3
cudemcudem,virginsloth,4
gripex90,afness_,6
gripex90,buffadcarry,3
cudemcudem,yuomi,11
gripex90,afness_,3
gripex90,xkaktuspoo,1
gripex90,sammuel_arantes,1
gripex90,dancsin,4
cudemcudem,macdoogle,5
cudemcudem,macpumperkinz,6
gripex90,saltyinf4m0us,10
cudemcudem,maxpower667,1
gripex90,saltyinf4m0us,1
cudemcudem,lazyman24,1
cudemcudem,yuomi,1
cudemcudem,virginsloth,1
cudemcudem,hypnotisiert,1
cudemcudem,thezorth,1
cudemcudem,supernam96,1
cudemcudem,mo88bn2,1
cudemcudem,hypnotisiert,1
cudemcudem,macdoogle,5
skiddlerrs,mortensenn,1
skiddlerrs,sirbankyourloots,8
gripex90,preed1,3
gripex90,kanebash,16
gripex90,dawny_l9,6
gripex90,diinice,2
cudemcudem,supernam96,5
gripex90,philnexes,8
cudemcudem,yuomi,7
gripex90,darthana,14
cudemcudem,macdoogle,5
cudemcudem,hypnotisiert,9
gripex90,igoloicos,3
gripex90,dancsin,3
gripex90,alakazamzum,7
gripex90,afness_,6
gripex90,jaydslol,11
gripex90,slowplex_,1
gripex90,dawny_l9,1
gripex90,matheusmgfr,17
cudemcudem,supernam96,10
gripex90,alakazamzum,17
cudemcudem,thezorth,5
gripex90,lexaz,10
cudemcudem,hypnotisiert,1
cudemcudem,supernam96,9
cudemcudem,badtripmentaldisability,1
gripex90,lexaz,1
cudemcudem,wehtboi,4
cudemcudem,thezorth,2
gripex90,kanebash,2
cudemcudem,lazyman24,3
cudemcudem,hypnotisiert,1
cudemcudem,badtripmentaldisability,1
gripex90,buffadcarry,2
cudemcudem,yuomi,6
cudemcudem,thedomo314,1
gripex90,ladyjazz,3
gripex90,afness_,0
cudemcudem,badtripmentaldisability,1
cudemcudem,chesi322,3
gripex90,alakazamzum,7
cudemcudem,knoxxvillain,3
gripex90,wrizzt,2
cudemcudem,macpumperkinz,6
gripex90,afness_,4
gripex90,eblu24,1
gripex90,dawny_l9,2
skiddlerrs,primalpaint,2
gripex90,dancsin,9
gripex90,soyunpringad0,6
cudemcudem,lazyman24,2
cudemcudem,supernam96,11
gripex90,afness_,2
cudemcudem,supernam96,1
gripex90,dizzyknight32,2
skiddlerrs,walrus03,5
gripex90,saltyinf4m0us,1
gripex90,jaydslol,7
cudemcudem,knoxxvillain,5
cudemcudem,yuomi,1
gripex90,lordfinesse395,1
gripex90,alakazamzum,11
gripex90,elgathor,1
gripex90,saltyinf4m0us,4
cudemcudem,knoxxvillain,3
cudemcudem,noobggwwpp,0
gripex90,jaydslol,7
gripex90,sammuel_arantes,3
gripex90,dawny_l9,5
gripex90,ccksam,3
cudemcudem,noobggwwpp,3
gripex90,lexaz,1
gripex90,sammuel_arantes,4
gripex90,ladyjazz,1
cudemcudem,thedomo314,2
cudemcudem,lazyman24,8
gripex90,wrizzt,2
gripex90,sammuel_arantes,1
gripex90,gripex90,3
forsen,eyxx,1
gripex90,saltyinf4m0us,1
cudemcudem,supernam96,3
gripex90,suiradro,1
cudemcudem,knoxxvillain,3
gripex90,ccksam,3
cudemcudem,noobggwwpp,2
gripex90,afness_,1
cudemcudem,yuomi,4
gripex90,gripex90,5
gripex90,gripex90,2
cudemcudem,noobggwwpp,3
gripex90,afness_,11
skiddlerrs,dalle_,5
gripex90,elgathor,2
cudemcudem,lazyman24,6
cudemcudem,supernam96,17
cudemcudem,yuomi,4
cudemcudem,hypnotisiert,12
cudemcudem,noobggwwpp,0
cudemcudem,noobggwwpp,1
cudemcudem,noobggwwpp,0
cudemcudem,noobggwwpp,1
skiddlerrs,chilliconko,9
cudemcudem,thedomo314,13
cudemcudem,knoxxvillain,2
cudemcudem,noobggwwpp,0
cudemcudem,supernam96,21
dakotaz,gevede1994,2
cudemcudem,lazyman24,7
cudemcudem,noobggwwpp,2
cudemcudem,thezorth,5
cudemcudem,noobggwwpp,0
cudemcudem,thedomo314,23
bobross,oddowl94,4
skiddlerrs,sirbankyourloots,13
cudemcudem,noobggwwpp,2
cudemcudem,lazyman24,4
cudemcudem,thetauanbr,1
forsen,user_incognito,1
cudemcudem,supernam96,4
cudemcudem,thetauanbr,1
cudemcudem,lazyman24,1
cudemcudem,supernam96,7
cudemcudem,noobggwwpp,2
cudemcudem,noobggwwpp,1
cudemcudem,noobggwwpp,0
cudemcudem,supernam96,6
cudemcudem,lazyman24,3
forsen,imred,2
cudemcudem,hypnotisiert,5
cudemcudem,yuomi,6
cudemcudem,yuomi,7
cudemcudem,supernam96,10
cudemcudem,supernam96,5
cudemcudem,thetauanbr,6
cudemcudem,lazyman24,3
cudemcudem,supernam96,15
leonblack,zeeyee,1
leonblack,dcheche,2
cudemcudem,supernam96,9
cudemcudem,hypnotisiert,6
bobross,yoshiringo,1
cudemcudem,lazyman24,2
gripex90,bunnyfofo,1
gripex90,nightbot,3
cudemcudem,lazyman24,4
cudemcudem,yuomi,14
cudemcudem,supernam96,5
dakotaz,aleciaslayz,6
cudemcudem,yuomi,4
cudemcudem,hypnotisiert,4
cudemcudem,lazyman24,1
cudemcudem,supernam96,9
cudemcudem,thetauanbr,3
cudemcudem,lazyman24,2
cudemcudem,supernam96,8
cudemcudem,lazyman24,4
cudemcudem,rockchan0303,3
cudemcudem,lazyman24,5
cudemcudem,supernam96,10
cudemcudem,lazyman24,4
bobross,sgbalwing,1
cudemcudem,supernam96,4
cudemcudem,thetauanbr,3
skiddlerrs,sample4head,21
cudemcudem,lazyman24,9
cudemcudem,supernam96,8
cudemcudem,supernam96,7
cudemcudem,yuomi,4
cudemcudem,hypnotisiert,1
forsen,voidolt,1
cudemcudem,supernam96,13
cudemcudem,xarlescs,3
skiddlerrs,faux,4
cudemcudem,xarlescs,5
cudemcudem,supernam96,15
skiddlerrs,ironvarious,4
skiddlerrs,saladblocks,2
cudemcudem,supernam96,1
cudemcudem,yuomi,1
cudemcudem,supernam96,1
cudemcudem,yuomi,10
skiddlerrs,sirbankyourloots,10
dakotaz,mikethelightbender,6
cudemcudem,supernam96,5
cudemcudem,sedifon,4
cudemcudem,hypnotisiert,5
cudemcudem,sedifon,4
cudemcudem,supernam96,11
cudemcudem,sedifon,2
cudemcudem,thetauanbr,2
cudemcudem,hypnotisiert,2
cudemcudem,yuomi,1
skiddlerrs,saladblocks,9
cudemcudem,supernam96,3
cudemcudem,llivevill,2
cudemcudem,hypnotisiert,2
leonblack,beaushaman,13
cudemcudem,thetauanbr,8
cudemcudem,supernam96,7
cudemcudem,thetauanbr,1
cudemcudem,yuomi,15
cudemcudem,sedifon,6
cudemcudem,supernam96,6
skiddlerrs,nevustaja,1
cudemcudem,buzzertjeman1,3
cudemcudem,hypnotisiert,6
dakotaz,aleciaslayz,1
cudemcudem,supernam96,7
cudemcudem,yuomi,2
cudemcudem,nesswit,4
cudemcudem,supernam96,5
cudemcudem,thetauanbr,1
cudemcudem,supernam96,2
cudemcudem,winstoneee,3
cudemcudem,thetauanbr,2
cudemcudem,hypnotisiert,0
cudemcudem,supernam96,6
cudemcudem,winstoneee,7
cudemcudem,supernam96,10
cudemcudem,yuomi,10
cudemcudem,gbunny_,0
skiddlerrs,colliin,14
skiddlerrs,nevustaja,1
cudemcudem,thetauanbr,1
bobross,jeromemorrow,6
cudemcudem,sedifon,10
cudemcudem,supernam96,5
cudemcudem,supernam96,1
bobross,lookandlearrn,1
leonblack,sparkygang,1
skiddlerrs,faux,4
cudemcudem,hypnotisiert,7
cudemcudem,supernam96,6
cudemcudem,yuomi,14
skiddlerrs,ironvarious,11
cudemcudem,thetauanbr,7
cudemcudem,supernam96,12
cudemcudem,jlstryker,1
cudemcudem,thetauanbr,3
cudemcudem,supernam96,9
cudemcudem,thetauanbr,1
cudemcudem,supernam96,6
cudemcudem,supernam96,11
cudemcudem,yuomi,1
cudemcudem,hypnotisiert,3
cudemcudem,thezorth,1
cudemcudem,thetauanbr,2
cudemcudem,supernam96,6
cudemcudem,hypnotisiert,3
cudemcudem,supernam96,6
forsen,slumjin,2
cudemcudem,yuomi,9
cudemcudem,thetauanbr,8
cudemcudem,supernam96,21
cudemcudem,yuomi,5
skiddlerrs,qwinnyosrs,3
cudemcudem,supernam96,12
cudemcudem,supernam96,7
cudemcudem,hypnotisiert,7
cudemcudem,yuomi,16
cudemcudem,supernam96,11
cudemcudem,supernam96,5
forsen,gokkel,1
cudemcudem,yuomi,2
forsen,gasplul,4
cudemcudem,yuomi,3
cudemcudem,thetauanbr,5
skiddlerrs,qwinnyosrs,1
cudemcudem,supernam96,10
cudemcudem,supernam96,3
cudemcudem,supernam96,12
leonblack,mamaluigisspaghetti,5
leonblack,zeeyee,1
cudemcudem,yuomi,20
cudemcudem,thetauanbr,2
cudemcudem,supernam96,10
leonblack,kunanaki,12
leonblack,zeeyee,1
cudemcudem,supernam96,2
cudemcudem,yuomi,4
cudemcudem,yuomi,1
cudemcudem,thetauanbr,3
skiddlerrs,carabu,5
cudemcudem,hypnotisiert,5
cudemcudem,supernam96,6
cudemcudem,yuomi,7
cudemcudem,wehtboi,3
cudemcudem,hypnotisiert,4
cudemcudem,thetauanbr,2
cudemcudem,supernam96,19
skiddlerrs,qwinnyosrs,1
leonblack,rjdoute,8
cudemcudem,supernam96,1
bobross,coloradohorse,1
cudemcudem,yuomi,12
skiddlerrs,carabu,9
cudemcudem,wehtboi,4
cudemcudem,yuomi,15
cudemcudem,supernam96,14
leonblack,gaddie86,4
cudemcudem,yuomi,1
chemicaldragoon,inbar10,8
leonblack,zeeyee,1
cudemcudem,thetauanbr,7
cudemcudem,thetauanbr,3
cudemcudem,supernam96,2
cudemcudem,supernam96,6
leonblack,zeeyee,1
cudemcudem,yuomi,3
leonblack,m0thchild,12
cudemcudem,supernam96,7
skiddlerrs,sirbankyourloots,2
cudemcudem,yuomi,3
cudemcudem,supernam96,7
cudemcudem,yuomi,5
cudemcudem,supernam96,8
skiddlerrs,xelysii,2
bobross,mugenxs,3
cudemcudem,yuomi,1
leonblack,rjdoute,16
forsen,draggenius,1
dakotaz,cheezits_,9
leonblack,eloquentbambi,11
cudemcudem,supernam96,6
cudemcudem,yuomi,9
chemicaldragoon,nutblower269,5
cudemcudem,supernam96,3
forsen,digitalfruitcakes,1
leonblack,roguetraits,22
leonblack,rjdoute,1
leonblack,roguetraits,2
cudemcudem,yuomi,3
leonblack,eloquentbambi,2
leonblack,rjk888,8
bobross,supremeruler,2
chemicaldragoon,nutblower269,5
leonblack,eloquentbambi,2
skiddlerrs,sammester,2
dakotaz,cheezits_,1
forsen,aqdaq,1
leonblack,sleep_assist,1
leonblack,rjdoute,5
bobross,thn_bot210,5
dakotaz,aleciaslayz,3
leonblack,sleep_assist,5
chemicaldragoon,prof3it,11
dakotaz,cheezits_,10
dakotaz,mikethelightbender,12
chemicaldragoon,nate7705,2
kalashnikovmediatv,tim_ply,2
forsen,guikuza,2
kalashnikovmediatv,krasavch1k9,0
leonblack,rjdoute,5
forsen,mutane0,1
bobross,pulisspangkalawakan,4
bobross,fetish_wap,4
bobross,duckking27,1
dakotaz,allanmck,11
leonblack,rjdoute,2
forsen,reallemon,3
skiddlerrs,sobepk,2
skiddlerrs,xhous,1
skiddlerrs,sobepk,1
kalashnikovmediatv,krasavch1k9,0
dakotaz,nightbot,1
forsen,nelorix,1
forsen,kloopz,1
leonblack,fluffyowner,10
forsen,gandor87,8
chemicaldragoon,yunghades8,40
kalashnikovmediatv,aleksism07,0
forsen,graywolf211,1
kalashnikovmediatv,yungsvi2004,3
forsen,ripa27,3
kalashnikovmediatv,moobot,5
leonblack,mamaluigisspaghetti,9
kalashnikovmediatv,putin_like_crimera,0
kalashnikovmediatv,sloootik,0
chemicaldragoon,nutblower269,14
dakotaz,kykyistoflyfly,1
chemicaldragoon,fuzeaspirecms,12
forsen,bepeka,7
forsen,siikanauha,6
leonblack,mustudonter,7
leonblack,timpslap,2
kalashnikovmediatv,aleksism07,0
leonblack,pyratrum_,6
bobross,iamcam221,2
leonblack,sleep_assist,8
forsen,pepega__,5
kalashnikovmediatv,zigzag296,0
leonblack,rjdoute,2
forsen,parralexx,1
kalashnikovmediatv,mixapp28,0
forsen,scamazhs,1
kalashnikovmediatv,lexie344,0
forsen,0sergen0,0
kalashnikovmediatv,catlimbo_qq,0
kalashnikovmediatv,catlimbo_qq,0
forsen,isukksukk,1
dakotaz,allanmck,2
forsen,venomosh,1
kalashnikovmediatv,sayan74,0
leonblack,crow_quill,6
dakotaz,aleciaslayz,14
leonblack,kevinsphallus,8
leonblack,littlelillu,6
kalashnikovmediatv,catlimbo_qq,0
leonblack,mustudonter,3
leonblack,asininepanda,1
leonblack,sirakain,3
leonblack,sirakain,1
leonblack,crow_quill,4
dakotaz,my_snipes,6
forsen,parh1m,3
kalashnikovmediatv,catlimbo_qq,0
kalashnikovmediatv,catlimbo_qq,0
kalashnikovmediatv,fear2_1,0
kalashnikovmediatv,catlimbo_qq,0
forsen,pineinei,1
dakotaz,mrwessa,1
kalashnikovmediatv,paninviktor26,0
dakotaz,fatalgottrees,2
kalashnikovmediatv,catlimbo_qq,0
kalashnikovmediatv,terzcsgo,0
kalashnikovmediatv,catlimbo_qq,0
leonblack,sirakain,4
dakotaz,chocolategirlxx,2
forsen,theoddchees,0
kalashnikovmediatv,lastbbb,0
leonblack,senpaistewie,1
forsen,ellohide97,1
dakotaz,anthony_montano,1
kalashnikovmediatv,th3suspecttv,1
leonblack,timpslap,4
dakotaz,real_brad_one,7
forsen,guikuza,2
forsen,giolent,12
leonblack,eloquentbambi,4
leonblack,sleep_assist,2
forsen,bgdesert,0
leonblack,ichimotes,1
forsen,krawf,3
forsen,mockingbirdsr,2
dakotaz,booteebandit,10
leonblack,sleep_assist,7
leonblack,timpslap,2
leonblack,mamaluigisspaghetti,2
