channel,sender,words
gripex90,danbilzeryan80,5
skiddlerrs,richiemacgames,1
gripex90,stunge_maty,7
skiddlerrs,fenryrrtv,1
leonblack,eloquentbambi,11
skiddlerrs,saladblocks,3
skiddlerrs,ryd3r_07,9
rallied,domeflex,29
skiddlerrs,totalvoid,1
gripex90,kaskamelapov,1
skiddlerrs,jaaaaccckkyy,9
rallied,ariesp,3
gripex90,frostmoarne,2
leonblack,vexwantstobattle,1
rallied,domeflex,4
rallied,notnecessary7,8
rallied,eazymane,8
rallied,noqhx,8
dakotaz,ipsychotis,4
rallied,chainadawwg,1
skiddlerrs,jonmarc,5
gripex90,aggresivelypassive,5
dakotaz,aboutaivlys,5
gripex90,jirka165,2
gripex90,saltyinf4m0us,4
rallied,noqhx,5
dakotaz,theenorthern,1
skiddlerrs,whosduggy,4
leonblack,eloquentbambi,8
gripex90,discabil,3
chemicaldragoon,walruzplayz,3
rallied,domeflex,7
gripex90,tkentakeshi,2
rallied,eazymane,2
bobross,mauifromcars3,2
leonblack,eloquentbambi,2
leonblack,abefrohmansa,0
rallied,mrryans,4
gripex90,murmol,9
gripex90,kaskamelapov,4
skiddlerrs,darelisx5,9
rallied,domeflex,2
gripex90,centurian44,8
skiddlerrs,jeggelo,5
gripex90,taurul25,3
chemicaldragoon,ballerz_123,9
skiddlerrs,fusion035,1
gripex90,saifsayain,2
gripex90,tkentakeshi,4
skiddlerrs,windosh,12
forsen,never__knows__best,1
rallied,mrryans,3
skiddlerrs,gainscapev1,1
forsen,xzarrus,1
rallied,thefakewade,1
skiddlerrs,janboone4,2
skiddlerrs,fenryrrtv,1
skiddlerrs,barelylegalrs,1
gripex90,maksyno,7
rallied,xiairmax23ix,11
gripex90,curemiracle612,1
gripex90,aggresivelypassive,1
gripex90,nzahrx,1
gripex90,centurian44,3
gripex90,kaskamelapov,1
gripex90,kaskamelapov,1
leonblack,voffe,6
skiddlerrs,sweezyxe,1
chemicaldragoon,trollaplayer,2
rallied,roomtomb,2
forsen,tekmarkus,1
gripex90,saltyinf4m0us,1
skiddlerrs,sweezyxe,3
gripex90,bootstraprage,1
gripex90,a28573361,1
skiddlerrs,ludiimalii,2
dakotaz,domeshotphx602,7
skiddlerrs,centrelinko,2
rallied,mrryans,2
skiddlerrs,mountyrs,1
skiddlerrs,fenryrrtv,0
gripex90,danbilzeryan80,3
skiddlerrs,sippinbeers,6
forsen,trihard_from_pieskipatiro,1
leonblack,zeeyee,6
forsen,stormyinferno,1
leonblack,hrodulff,2
rallied,ariesp,4
skiddlerrs,alwayspositivevibes,6
bobross,awaremax,1
gripex90,amneziahazebr,3
skiddlerrs,prismheartofficial,1
rallied,redmist0201,3
gripex90,mcsgone,7
leonblack,zeeyee,7
rallied,ariesp,4
forsen,mochasprinkles,1
rallied,roomtomb,5
gripex90,aggresivelypassive,13
skiddlerrs,fcgencore,5
gripex90,bootstraprage,27
gripex90,ferristhebueler,7
gripex90,ferristhebueler,6
skiddlerrs,itschrisoldschool,1
gripex90,gho0s7,4
rallied,eazymane,2
leonblack,shenrontv_,1
rallied,mrryans,1
gripex90,saltyinf4m0us,10
rallied,jerkmybeef208,5
skiddlerrs,1013dagod,6
leonblack,magicturtl31,1
skiddlerrs,1013dagod,14
chemicaldragoon,ttvfilinava,3
dakotaz,yagil567,1
gripex90,a28573361,1
forsen,kakistocrator,2
gripex90,tkentakeshi,1
chemicaldragoon,ttvfilinava,6
gripex90,kyllle,4
forsen,zombade80,2
gripex90,smkg0dzin,1
gripex90,bootstraprage,6
forsen,fogo_,1
rallied,ariesp,1
gripex90,dilaw07,1
leonblack,magicturtl31,2
leonblack,eloquentbambi,8
gripex90,saltyinf4m0us,2
gripex90,jotaaaefe,1
gripex90,serbianmonster,9
gripex90,serbianmonster,3
gripex90,edgarfires,3
gripex90,bootstraprage,1
chemicaldragoon,megadevilforever,5
gripex90,basteyyyy,1
leonblack,zeeyee,5
gripex90,jokered666,1
gripex90,saltyinf4m0us,3
skiddlerrs,stewie_5,7
gripex90,kheeitwo,1
gripex90,galm1,2
skiddlerrs,1013dagod,1
gripex90,danbilzeryan80,6
skiddlerrs,pantheraleoz,1
gripex90,nazer78125,1
gripex90,nightbot,17
gripex90,striker_wolf,1
gripex90,nightbot,9
gripex90,danbilzeryan80,6
iam_chappie,4gateftww,1
leonblack,eloquentbambi,8
forsen,hamilcar07,4
skiddlerrs,gooklay,9
skiddlerrs,critter__,3
skiddlerrs,itschrisoldschool,2
dakotaz,nicoleeeeee_,1
dakotaz,potr,6
gripex90,kaoz_one,1
skiddlerrs,daystep28,2
forsen,gent0o,1
forsen,that_pleb_oi,1
gripex90,kaoz_one,1
gripex90,nightbot,12
gripex90,trophyfaker,6
rallied,doobskeez,1
skiddlerrs,richiemacgames,1
skiddlerrs,brettis,9
gripex90,hremar,4
gripex90,smkg0dzin,1
dakotaz,trplaysgames,2
gripex90,nightbot,18
skiddlerrs,ville_maticc,11
rallied,ariesp,1
rallied,ariesp,1
rallied,josh95,1
rallied,a13i,1
gripex90,natalie_dormer,1
gripex90,gho0s7,1
gripex90,not_jomada,1
gripex90,givemyhonor,1
gripex90,edgarfires,4
gripex90,navthehero,1
gripex90,aggresivelypassive,2
gripex90,tkentakeshi,1
leonblack,kevinsphallus,3
gripex90,galm1,1
gripex90,trophyfaker,3
gripex90,nazer78125,6
gripex90,danbilzeryan80,1
leonblack,zeeyee,4
forsen,0sergen0,1
iam_chappie,cannonw73,3
iam_chappie,outlaw_87_v2,1
gripex90,aggresivelypassive,12
gripex90,saltyinf4m0us,4
gripex90,sneakyninjaow,14
iam_chappie,boussfps,5
skiddlerrs,barelylegalrs,4
gripex90,not_jomada,5
gripex90,not_jomada,1
iam_chappie,nightbot,32
iam_chappie,rarepinkdolphin,1
rallied,nightbot,3
gripex90,matheusmgfr,12
rallied,rallied,5
rallied,abhi__,1
gripex90,tkentakeshi,1
bobross,stupidfword,2
iam_chappie,rarepinkdolphin,3
skiddlerrs,jessicaonrs,1
gripex90,gho0s7,1
gripex90,gho0s7,1
gripex90,aggresivelypassive,12
gripex90,serbianmonster,11
iam_chappie,w00tespen,10
gripex90,arclione,1
iam_chappie,boussfps,5
gripex90,nzahrx,1
skiddlerrs,justmacke,1
iam_chappie,joedir574,6
skiddlerrs,aoaatube,2
iam_chappie,boussfps,1
forsen,brawlydor,5
gripex90,not_jomada,4
iam_chappie,joedir574,9
rallied,ariesp,3
gripex90,saltyinf4m0us,3
gripex90,discabil,6
rallied,satup68,1
rallied,duhstyyy,1
rallied,rallied,2
iam_chappie,w00tespen,8
gripex90,aggresivelypassive,4
rallied,nightbot,3
gripex90,folerr,5
rallied,ariesp,1
gripex90,folerr,3
gripex90,dracotv12,6
iam_chappie,incogneeto12021,0
gripex90,folerr,6
rallied,ariesp,2
gripex90,aggresivelypassive,14
rallied,zachaye,2
gripex90,folerr,9
gripex90,aggresivelypassive,4
rallied,rallied,5
rallied,rallied,5
dakotaz,suoiciv,25
gripex90,folerr,6
gripex90,folerr,4
gripex90,folerr,5
skiddlerrs,phokhim,11
chemicaldragoon,violent_venum,10
gripex90,aggresivelypassive,6
gripex90,aggresivelypassive,1
gripex90,izick0,1
gripex90,nightbot,9
bobross,nuggetoce,9
gripex90,not_jomada,5
skiddlerrs,phokhim,3
gripex90,ezioaleksa93,1
gripex90,folerr,1
forsen,l1mgu4n,1
forsen,7arry,1
gripex90,ezioaleksa93,2
leonblack,eloquentbambi,3
gripex90,g0djiren,4
leonblack,specialkidmiles,7
gripex90,g0djiren,4
chemicaldragoon,trollaplayer,3
skiddlerrs,focus410,1
skiddlerrs,my_souls_black,20
gripex90,ezioaleksa93,3
leonblack,eloquentbambi,5
iam_chappie,alon2004003_gaming,11
forsen,blacklimba,2
iam_chappie,nightbot,10
iam_chappie,outlaw_87_v2,2
iam_chappie,incogneeto12021,4
iam_chappie,incogneeto12021,4
iam_chappie,incogneeto12021,5
gripex90,ninni37,3
iam_chappie,average_homeboy,2
gripex90,aggresivelypassive,2
iam_chappie,outlaw_87_v2,6
iam_chappie,xkomplexx,11
gripex90,aggresivelypassive,2
gripex90,gmbzavtra,3
gripex90,bigmanfella,7
gripex90,ezioaleksa93,4
chemicaldragoon,trollaplayer,3
gripex90,shadow_hs,2
gripex90,not_jomada,5
gripex90,gpasgame,6
iam_chappie,iamthewarrior7,1
forsen,sunephef,1
iam_chappie,iambpala,30
gripex90,aggresivelypassive,2
iam_chappie,dokonqen,2
iam_chappie,youngfaze7957,1
iam_chappie,kc_king_,1
iam_chappie,iambpala,1
gripex90,desanctlor,14
skiddlerrs,l0n30p3r4t0r,7
leonblack,camabunta,11
skiddlerrs,dharps_,2
gripex90,estermid,6
iam_chappie,ozymandiaslive,2
skiddlerrs,jessicaonrs,2
skiddlerrs,focus410,6
gripex90,moojdart,3
iam_chappie,deuberry,7
iam_chappie,incogneeto12021,2
iam_chappie,ozymandiaslive,6
iam_chappie,outlaw_87_v2,2
gripex90,aggresivelypassive,10
gripex90,not_jomada,16
chemicaldragoon,px_fyuse,7
leonblack,specialkidmiles,3
iam_chappie,incogneeto12021,2
iam_chappie,stoneburger93,5
iam_chappie,iambpala,20
leonblack,zeeyee,1
iam_chappie,lmm141998,1
dakotaz,lq_crackerss,2
iam_chappie,nightbot,32
skiddlerrs,fenryrrtv,1
iam_chappie,incogneeto12021,1
bobross,srllamass,3
iam_chappie,xkomplexx,12
iam_chappie,supermaxgaming,8
iam_chappie,dimsa8700,3
gripex90,aggresivelypassive,1
gripex90,arcanay,12
leonblack,noble_xenon,4
gripex90,gho0s7,9
chemicaldragoon,trollaplayer,4
chemicaldragoon,dokewl_tv,11
gripex90,godcelo98,12
iam_chappie,incogneeto12021,4
chemicaldragoon,onlytraelz,1
iam_chappie,incogneeto12021,1
chemicaldragoon,trollaplayer,5
gripex90,moojdart,4
iam_chappie,iamthewarrior7,8
iam_chappie,joedir574,11
gripex90,strezoagain,19
chemicaldragoon,onlytraelz,11
gripex90,gho0s7,1
gripex90,gmbzavtra,2
iam_chappie,iamthewarrior7,3
gripex90,gmbzavtra,4
iam_chappie,totallyrealrobot,4
gripex90,jaydslol,5
gripex90,gmbzavtra,5
gripex90,edkp0mperiano,4
gripex90,b789123789123,1
gripex90,nightbot,17
skiddlerrs,thrillhous,7
gripex90,not_jomada,9
iam_chappie,l1fel1ke_,4
iam_chappie,iambpala,29
gripex90,mrtjoebb,2
iam_chappie,joedir574,11
gripex90,estermid,3
gripex90,a_suhhh_dude,10
iam_chappie,hussein1604,6
gripex90,folerr,9
iam_chappie,hussein1604,1
gripex90,aggresivelypassive,6
skiddlerrs,vestborg,1
gripex90,dipdipdadudlydoo,1
gripex90,nightbot,9
bobross,coolkat123,1
skiddlerrs,wadesc,1
skiddlerrs,desnowii,8
gripex90,escadoon,6
gripex90,silentthrow,8
gripex90,masterdagoth,7
gripex90,folerr,26
gripex90,natalie_dormer,6
leonblack,thordax,1
gripex90,kedd21,4
chemicaldragoon,trickydany,6
gripex90,folerr,3
gripex90,estermid,8
gripex90,aggresivelypassive,5
gripex90,escadoon,12
gripex90,aggresivelypassive,5
chemicaldragoon,onlytraelz,1
gripex90,mrtjoebb,8
skiddlerrs,aoaagoldbot,3
gripex90,folerr,2
gripex90,lupipi1997,7
skiddlerrs,evmiiister,4
gripex90,gmbzavtra,5
gripex90,murmol,6
gripex90,moojdart,3
gripex90,natalie_dormer,4
gripex90,esoj_ulises,1
gripex90,escadoon,6
gripex90,sommmer,6
gripex90,aggresivelypassive,5
gripex90,folerr,8
gripex90,tony123simon,1
gripex90,shameless8,5
gripex90,aggresivelypassive,5
gripex90,escadoon,5
gripex90,ryoarg,1
gripex90,jaydslol,4
gripex90,rivenismylife9,2
gripex90,wilfred35,4
gripex90,dracotv12,2
chemicaldragoon,onlytraelz,5
chemicaldragoon,onlytraelz,11
gripex90,dracotv12,7
gripex90,rivenismylife9,1
gripex90,facundotournour,4
gripex90,folerr,13
gripex90,darkmirket,1
gripex90,ebeyn,3
bobross,coolkat123,5
chemicaldragoon,nutblower269,2
gripex90,rivenismylife9,3
gripex90,gwinter1,5
gripex90,folerr,11
gripex90,darkmirket,4
gripex90,shameless8,6
gripex90,ebeyn,1
gripex90,ebeyn,3
gripex90,natalie_dormer,0
iam_chappie,hussein1604,2
iam_chappie,pwndaman,11
iam_chappie,zombiepresident7,9
skiddlerrs,fenryrrtv,1
gripex90,folerr,7
gripex90,ebeyn,5
gripex90,belkoca,6
gripex90,folerr,10
gripex90,1xdxdxdxd1,1
gripex90,kedd21,1
gripex90,belkoca,3
iam_chappie,delirious_manc,9
gripex90,ninni37,1
gripex90,s1mpleaxestics,1
gripex90,iambetol,1
iam_chappie,thesavvygent,7
gripex90,1xdxdxdxd1,3
gripex90,hbkaksu,10
gripex90,darkmirket,1
iam_chappie,pwndaman,8
gripex90,esoj_ulises,3
iam_chappie,iambpala,10
gripex90,aggresivelypassive,18
iam_chappie,incogneeto12021,5
iam_chappie,pwndaman,2
forsen,demotou,10
iam_chappie,xup42p,6
skiddlerrs,fenryrrtv,5
gripex90,natalie_dormer,5
iam_chappie,hussein1604,2
gripex90,folerr,16
skiddlerrs,jessicaonrs,1
dakotaz,diederikp,6
forsen,nomadic__,1
gripex90,jimmylourie,3
chemicaldragoon,il_miet1tor3,2
gripex90,aggresivelypassive,22
iam_chappie,hussein1604,3
iam_chappie,hussein1604,4
iam_chappie,totallyrealrobot,8
iam_chappie,delirious_manc,29
iam_chappie,qcspeednation,1
iam_chappie,justtom9,2
iam_chappie,chaoslion,6
iam_chappie,iamthewarrior7,7
iam_chappie,yko__,7
iam_chappie,theelectriceliminators,1
iam_chappie,surox420,21
iam_chappie,shamrock623,1
gripex90,aggresivelypassive,4
gripex90,alonzosan,7
gripex90,natalie_dormer,5
chemicaldragoon,onlytraelz,2
gripex90,aggresivelypassive,3
forsen,gennpen,3
gripex90,ofturk,1
forsen,apthirate,5
gripex90,folerr,15
gripex90,aggresivelypassive,3
gripex90,aggresivelypassive,1
chemicaldragoon,il_miet1tor3,3
chemicaldragoon,nutblower269,3
gripex90,folerr,11
gripex90,bananoideee,2
gripex90,folerr,9
gripex90,bananoideee,3
chemicaldragoon,il_miet1tor3,2
gripex90,lnldchris,4
gripex90,aggresivelypassive,13
forsen,blueskybringstears,2
gripex90,maksyno,1
gripex90,nightbot,17
forsen,omegalyl,15
skiddlerrs,l0n30p3r4t0r,5
chemicaldragoon,nutblower269,3
skiddlerrs,aoaagoldbot,3
skiddlerrs,jessicaonrs,2
gripex90,folerr,11
chemicaldragoon,ttvfilinava,3
gripex90,folerr,7
gripex90,folerr,3
gripex90,discabil,10
gripex90,mooimanhorse,1
gripex90,folerr,3
gripex90,lnldchris,6
gripex90,saltyinf4m0us,18
gripex90,kedd21,7
gripex90,na_best_player_from_eu,4
skiddlerrs,bigfatgoaly,1
gripex90,na_best_player_from_eu,1
skiddlerrs,bigfatgoaly,1
chemicaldragoon,blackdoodler,15
gripex90,kruegerjohann1201,15
gripex90,saltyinf4m0us,1
iam_chappie,bmed1594,1
gripex90,folerr,6
iam_chappie,angrydragon22,1
gripex90,aggresivelypassive,8
iam_chappie,nightbot,2
gripex90,21kovacsdani21,2
iam_chappie,iamthewarrior7,7
gripex90,saltyinf4m0us,1
gripex90,saltyinf4m0us,1
gripex90,nightbot,19
iam_chappie,stoneburger93,1
gripex90,na_best_player_from_eu,1
gripex90,kaskamelapov,5
iam_chappie,zombiepresident7,8
gripex90,lnldchris,9
gripex90,whippingstick,1
gripex90,aggresivelypassive,2
skiddlerrs,vestborg,6
gripex90,bananoideee,11
gripex90,kruegerjohann1201,6
gripex90,saltyinf4m0us,14
iam_chappie,stoneburger93,8
gripex90,whippingstick,1
gripex90,nightbot,12
gripex90,renegadeshin,1
gripex90,kirby_the_pink,4
chemicaldragoon,il_miet1tor3,3
gripex90,na_best_player_from_eu,1
gripex90,fabianmoy,3
iam_chappie,iambpala,8
gripex90,na_best_player_from_eu,4
gripex90,saltyinf4m0us,6
gripex90,pyromaniactv,10
gripex90,hardwave2,1
gripex90,nightbot,13
gripex90,negaja,1
gripex90,na_best_player_from_eu,1
gripex90,aggresivelypassive,25
dakotaz,evilfox_,5
gripex90,kruegerjohann1201,13
forsen,taddy27,3
gripex90,gmbzavtra,7
iam_chappie,delirious_manc,9
gripex90,waelbedoui10,5
gripex90,saltyinf4m0us,3
gripex90,bich27,8
gripex90,emil1738,6
gripex90,per0ken,3
gripex90,discabil,6
gripex90,kruegerjohann1201,4
forsen,roastpeas,1
gripex90,pottkan,6
gripex90,the_chosen_one97,18
gripex90,kaskamelapov,11
gripex90,ayaressku,1
gripex90,emil1738,6
gripex90,mctaktloss,15
gripex90,folerr,22
gripex90,aggresivelypassive,18
gripex90,pottkan,5
leonblack,sleep_assist,1
bobross,maximusganjabus,10
dakotaz,pull_my_finger,3
gripex90,kruegerjohann1201,11
gripex90,emil1738,9
skiddlerrs,ronalddumpdid11_9,6
gripex90,folerr,18
gripex90,pottkan,4
gripex90,emil1738,9
chemicaldragoon,blackdoodler,15
gripex90,folerr,1
gripex90,originalmike_,4
gripex90,kruegerjohann1201,4
gripex90,kaskamelapov,7
gripex90,folerr,3
gripex90,aggresivelypassive,5
skiddlerrs,jon__pvm,7
chemicaldragoon,animedia,2
gripex90,originalmike_,5
gripex90,pyromaniactv,10
gripex90,aggresivelypassive,3
gripex90,kruegerjohann1201,6
gripex90,lnldchris,1
gripex90,folerr,19
gripex90,mctaktloss,11
gripex90,originalmike_,9
gripex90,folerr,1
bobross,notthinkingg,2
skiddlerrs,faux,9
gripex90,aggresivelypassive,9
gripex90,mrspexy,4
gripex90,estermid,1
gripex90,nightbot,9
leonblack,dykinz,5
gripex90,mrspexy,1
chemicaldragoon,dokewl_tv,22
leonblack,eloquentbambi,2
dakotaz,antonio_333,3
skiddlerrs,fenryrrtv,0
gripex90,renegadeshin,1
gripex90,na_best_player_from_eu,5
gripex90,kruegerjohann1201,3
chemicaldragoon,nutblower269,2
gripex90,folerr,5
gripex90,folerr,7
gripex90,folerr,1
gripex90,affenphantom14,2
gripex90,negaja,2
gripex90,centurian44,7
chemicaldragoon,trickydany,3
chemicaldragoon,nutblower269,3
chemicaldragoon,trickydany,1
forsen,serolinosanos,12
gripex90,folerr,11
forsen,kru3,1
gripex90,folerr,8
skiddlerrs,totalvoid,4
gripex90,janhardi,3
gripex90,psnloock,1
skiddlerrs,jessicaonrs,2
leonblack,eloquentbambi,1
chemicaldragoon,blxzettv,15
chemicaldragoon,il_miet1tor3,2
chemicaldragoon,il_miet1tor3,2
gripex90,imrshadowpwn99,1
forsen,cheiyu,1
leonblack,sleep_assist,1
dakotaz,xx_dark_angel_xx,5
gripex90,hesaclocon,1
gripex90,imrshadowpwn99,7
gripex90,ricky445566,1
gripex90,1xdxdxdxd1,1
gripex90,allest1,1
gripex90,aggresivelypassive,15
gripex90,hesaclocon,1
gripex90,renegadeshin,1
leonblack,legend_killer79,6
bobross,bozypt,1
leonblack,nightbot,8
gripex90,darkye1122,13
gripex90,aggresivelypassive,7
leonblack,ohaedae,3
gripex90,allest1,2
gripex90,hi_im_bozu,1
gripex90,hellsinferno322,4
gripex90,mrmuellermeister,4
leonblack,zeeyee,1
gripex90,folerr,12
gripex90,falconicetea,1
skiddlerrs,jeggelo,8
gripex90,2stronkgg,1
gripex90,centurian44,4
gripex90,nichimizazvan,3
gripex90,renegadeshin,5
skiddlerrs,vestborg,5
leonblack,mrwumbo,25
gripex90,aggresivelypassive,9
gripex90,araon7fold,9
skiddlerrs,fenryrrtv,1
dakotaz,mikethelightbender,10
skiddlerrs,sublaimrs,1
gripex90,zeamazing,5
skiddlerrs,daanbelieve,8
gripex90,araon7fold,1
gripex90,xfelipesantosx,1
gripex90,nichimizazvan,5
gripex90,t1t1t1t1t1t1t1t1t1t1t1,1
gripex90,nightbot,17
gripex90,asylumxqt,1
leonblack,dykinz,3
gripex90,zeamazing,22
gripex90,folerr,12
gripex90,falconicetea,4
gripex90,nichimizazvan,4
skiddlerrs,aoaagoldbot,2
gripex90,araon7fold,8
gripex90,allest1,4
skiddlerrs,fenryrrtv,1
gripex90,hellsinferno322,1
gripex90,nightbot,9
skiddlerrs,aoaagoldbot,29
skiddlerrs,hexceptional,4
gripex90,aggresivelypassive,2
gripex90,hi_im_bozu,1
leonblack,eloquentbambi,2
gripex90,t1t1t1t1t1t1t1t1t1t1t1,4
gripex90,folerr,1
gripex90,pottkan,4
gripex90,abbasajami1,1
gripex90,nightbot,9
gripex90,nichimizazvan,4
gripex90,folerr,5
gripex90,folerr,0
gripex90,asylumxqt,3
leonblack,zeeyee,7
gripex90,folerr,16
chemicaldragoon,sauriizz,2
skiddlerrs,owliano,4
gripex90,folerr,10
leonblack,morphtronic_staplen,13
gripex90,imadjokz,22
gripex90,blulio,12
forsen,ggxgangster2,0
gripex90,reaiiycheck,33
skiddlerrs,owliano,6
gripex90,crazy_cookie_20,6
gripex90,white_key_,4
gripex90,naviid292,1
gripex90,folerr,5
gripex90,nichimizazvan,3
gripex90,saltyinf4m0us,6
gripex90,centurian44,4
forsen,captainchapp,2
leonblack,specialkidmiles,10
gripex90,aggresivelypassive,10
gripex90,byzan_,1
gripex90,nightbot,9
skiddlerrs,longy_schlongy,11
gripex90,sylmiracle,1
gripex90,aleksasavic01,1
gripex90,smokeinabong,6
forsen,stilljoke,1
gripex90,kaskamelapov,2
gripex90,allest1,2
gripex90,nichimizazvan,2
gripex90,folerr,6
gripex90,gpus,5
forsen,karatheon,2
skiddlerrs,nrokosrs,3
gripex90,araon7fold,2
gripex90,saltyinf4m0us,2
gripex90,muharrremince,1
skiddlerrs,tcrg,4
gripex90,fsvp1997,3
gripex90,saltyinf4m0us,1
gripex90,sphxxd,5
gripex90,t1t1t1t1t1t1t1t1t1t1t1,4
gripex90,aleksasavic01,1
gripex90,aggresivelypassive,1
skiddlerrs,longy_schlongy,11
gripex90,fsvp1997,3
gripex90,fsvp1997,1
skiddlerrs,tcrg,8
gripex90,nichimizazvan,3
gripex90,henosis93,4
gripex90,captainmogga,11
gripex90,folerr,13
gripex90,folerr,6
gripex90,fsvp1997,2
gripex90,captainmogga,2
gripex90,blulio,7
gripex90,fsvp1997,1
gripex90,trophyfaker,8
gripex90,craek21,4
gripex90,araon7fold,2
gripex90,hi_im_bozu,1
gripex90,aggresivelypassive,3
gripex90,my_clone,1
bobross,mokaygee,6
gripex90,weng777,4
gripex90,aggresivelypassive,2
gripex90,musenknast,5
gripex90,heuer9,1
gripex90,craek21,3
gripex90,hellsinferno322,1
gripex90,fsvp1997,2
gripex90,fsvp1997,3
gripex90,aggresivelypassive,4
gripex90,devilitachi07,3
leonblack,specialkidmiles,3
gripex90,skorpionass,1
gripex90,musenknast,20
gripex90,hellsinferno322,1
gripex90,nightbot,3
gripex90,vcmmotionless,1
gripex90,hi_im_bozu,1
gripex90,ijannnn,2
gripex90,l3b0,1
gripex90,blulio,8
gripex90,estermid,4
leonblack,deadbolts,6
gripex90,jonasssh,2
gripex90,captainmogga,3
skiddlerrs,imawmawmaw,3
gripex90,folerr,7
gripex90,jaserpy,5
gripex90,bisi72,1
gripex90,ulusunkurt,6
gripex90,craek21,10
gripex90,aggresivelypassive,5
forsen,dantiko,2
gripex90,ulusunkurt,4
gripex90,jonasssh,2
leonblack,kevinsphallus,4
chemicaldragoon,nutblower269,9
bobross,noobu,1
gripex90,l3b0,8
skiddlerrs,cheesysqueezer,3
gripex90,guests77,1
gripex90,nightbot,9
gripex90,folerr,3
forsen,snusbot,11
forsen,snusbot,11
gripex90,ulusunkurt,1
skiddlerrs,cakeowner,2
gripex90,ladyjazz,1
leonblack,rjdoute,7
gripex90,folerr,4
gripex90,ulusunkurt,3
gripex90,ulusunkurt,1
gripex90,ulusunkurt,1
chemicaldragoon,prof3it,4
gripex90,ladyjazz,1
bobross,tupair7,8
gripex90,camzyy,1
gripex90,camzyy,1
gripex90,fsvp1997,8
gripex90,theloggel,1
gripex90,matheus7689,1
chemicaldragoon,exzmob,4
leonblack,deadbolts,5
gripex90,peanut_brother,4
skiddlerrs,optic_g,5
gripex90,blulio,1
gripex90,nichimizazvan,5
gripex90,3x2__,4
gripex90,discabil,9
gripex90,keemo11,1
skiddlerrs,churd_rs,1
gripex90,levinxxxx,7
gripex90,alexable24,3
skiddlerrs,cakeowner,1
gripex90,lvl3bae,5
skiddlerrs,tsamps5,2
gripex90,fiskefjaes,6
gripex90,rafsok,12
gripex90,fsvp1997,4
gripex90,discabil,7
leonblack,gaddie86,5
gripex90,froge_am_3harden,8
forsen,snusbot,11
gripex90,kkiller1337,1
gripex90,trophyfaker,9
gripex90,discabil,3
gripex90,jonidanger,7
gripex90,kkiller1337,4
gripex90,3x2__,5
gripex90,reaiiycheck,19
forsen,lalarow,1
gripex90,cpthooter,10
gripex90,kaskamelapov,7
gripex90,hatttorihanzolol,20
gripex90,legendkiller1906,4
gripex90,kaskamelapov,1
gripex90,agasushi,4
gripex90,keeface,7
gripex90,matheus7689,12
gripex90,blulio,26
gripex90,rafsok,18
gripex90,aggresivelypassive,15
gripex90,imadjokz,29
gripex90,basedgod119,9
gripex90,matheusmgfr,5
gripex90,matheusmgfr,1
gripex90,ivkata,9
skiddlerrs,j0rdan_p,5
gripex90,saltyinf4m0us,7
gripex90,aggresivelypassive,15
gripex90,blulio,14
gripex90,saltyinf4m0us,1
gripex90,mehmet131231,1
gripex90,raptoralex93,1
gripex90,matheusmgfr,6
chemicaldragoon,prof3it,4
leonblack,graywolves,6
dakotaz,aleciaslayz,4
chemicaldragoon,spunkyttv,32
gripex90,niutontt,3
gripex90,saltyinf4m0us,6
gripex90,afuroman,1
gripex90,nightbot,9
gripex90,trophyfaker,2
forsen,jpezswag,1
skiddlerrs,wagit,3
gripex90,skrald1231,1
gripex90,orionv7,8
chemicaldragoon,exzmob,19
chemicaldragoon,sighhmon,4
gripex90,cheeseacake,9
gripex90,arcanay,1
gripex90,insomniaa03,1
gripex90,raptoralex93,1
gripex90,kageklovn,1
gripex90,trophyfaker,1
gripex90,nichimizazvan,5
gripex90,saltyinf4m0us,5
gripex90,aggresivelypassive,6
gripex90,matheusmgfr,16
gripex90,sadinopt,1
gripex90,shootingcream,1
gripex90,serjules23,2
gripex90,fastskillkill,1
dakotaz,beans222,3
gripex90,thetattedsupport,8
gripex90,raptoralex93,5
gripex90,kingammad,1
gripex90,fiskefjaes,3
gripex90,orionv7,2
gripex90,hhyrr,5
gripex90,mrafroninja,0
gripex90,elvenolven,1
gripex90,wclos,11
gripex90,nichimizazvan,1
gripex90,nightbot,13
gripex90,supportbolddy,1
gripex90,mendigo_ricco,16
chemicaldragoon,frozenzombi,5
gripex90,keeface,19
gripex90,nightbot,9
gripex90,shootingcream,1
gripex90,nightbot,13
bobross,mevarit,1
gripex90,xilitor2102,4
leonblack,rjdoute,4
gripex90,keeface,2
gripex90,supportbolddy,1
gripex90,xilitor2102,1
gripex90,matheus7689,1
skiddlerrs,stilloosrs,4
gripex90,keeface,2
leonblack,tolemi959,17
gripex90,likemycutese,12
skiddlerrs,poweraids,14
gripex90,wclos,6
gripex90,nightbot,13
gripex90,alexmmdj,7
dakotaz,gamingchantelle_,6
gripex90,nightbot,9
gripex90,keeface,9
gripex90,wclos,6
dakotaz,jennc,3
gripex90,matheus7689,1
gripex90,nightbot,12
leonblack,rjdoute,2
gripex90,raptoralex93,1
gripex90,godsk2k,1
gripex90,raptoralex93,0
gripex90,masterofshadoww,1
gripex90,likemycutese,1
gripex90,nightbot,13
chemicaldragoon,gabricoci,6
gripex90,likemycutese,1
gripex90,simzeboy,22
gripex90,alexmmdj,3
gripex90,raezy7,1
gripex90,katsukiatv,1
